Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 5,679.00 "," 2,105.08 "," 1,897.58 ", 201.25 ," 1,562.00 "," 1,454.50 ", 104.17 ," 1,575.92 "," 1,468.42 ", 104.17 
" 5,683.50 "," 2,106.83 "," 1,899.92 ", 200.92 ," 1,563.67 "," 1,456.50 ", 104.00 ," 1,577.67 "," 1,470.50 ", 104.00 
" 5,688.00 "," 2,108.50 "," 1,902.08 ", 200.67 ," 1,565.33 "," 1,458.33 ", 103.92 ," 1,579.33 "," 1,472.33 ", 103.92 
" 5,692.50 "," 2,110.17 "," 1,904.25 ", 200.42 ," 1,567.00 "," 1,460.33 ", 103.75 ," 1,581.00 "," 1,474.33 ", 103.75 
" 5,697.00 "," 2,111.83 "," 1,906.50 ", 200.17 ," 1,568.67 "," 1,462.25 ", 103.67 ," 1,582.67 "," 1,476.25 ", 103.67 
" 5,701.50 "," 2,113.50 "," 1,908.67 ", 199.92 ," 1,570.33 "," 1,464.17 ", 103.50 ," 1,584.33 "," 1,478.17 ", 103.50 
" 5,706.00 "," 2,115.17 "," 1,910.83 ", 199.67 ," 1,572.00 "," 1,466.17 ", 103.33 ," 1,586.00 "," 1,480.17 ", 103.33 
" 5,710.50 "," 2,116.83 "," 1,913.00 ", 199.42 ," 1,573.67 "," 1,468.08 ", 103.25 ," 1,587.67 "," 1,482.08 ", 103.25 
" 5,715.00 "," 2,118.50 "," 1,915.33 ", 199.08 ," 1,575.33 "," 1,470.00 ", 103.08 ," 1,589.33 "," 1,484.00 ", 103.08 
" 5,719.50 "," 2,120.17 "," 1,917.50 ", 198.83 ," 1,577.00 "," 1,472.00 ", 102.92 ," 1,591.00 "," 1,486.00 ", 102.92 
" 5,724.00 "," 2,121.83 "," 1,919.67 ", 198.58 ," 1,578.67 "," 1,473.92 ", 102.83 ," 1,592.67 "," 1,487.92 ", 102.83 
" 5,728.50 "," 2,123.50 "," 1,921.83 ", 198.33 ," 1,580.33 "," 1,475.92 ", 102.67 ," 1,594.33 "," 1,489.92 ", 102.67 
" 5,733.00 "," 2,125.17 "," 1,924.08 ", 198.08 ," 1,582.00 "," 1,477.83 ", 102.50 ," 1,596.00 "," 1,491.83 ", 102.50 
" 5,737.50 "," 2,126.83 "," 1,926.25 ", 197.83 ," 1,583.67 "," 1,479.75 ", 102.42 ," 1,597.67 "," 1,493.75 ", 102.42 
" 5,742.00 "," 2,128.50 "," 1,928.50 ", 197.50 ," 1,585.33 "," 1,481.75 ", 102.25 ," 1,599.33 "," 1,495.75 ", 102.25 
" 5,746.50 "," 2,130.17 "," 1,930.67 ", 197.25 ," 1,587.00 "," 1,483.58 ", 102.17 ," 1,601.00 "," 1,497.58 ", 102.17 
" 5,751.00 "," 2,131.83 "," 1,932.92 ", 197.00 ," 1,588.67 "," 1,485.58 ", 102.00 ," 1,602.67 "," 1,499.58 ", 102.00 
" 5,755.50 "," 2,133.50 "," 1,935.08 ", 196.75 ," 1,590.33 "," 1,487.58 ", 101.83 ," 1,604.33 "," 1,501.58 ", 101.83 
" 5,760.00 "," 2,135.17 "," 1,937.25 ", 196.50 ," 1,592.00 "," 1,489.42 ", 101.75 ," 1,606.00 "," 1,503.42 ", 101.75 
" 5,764.50 "," 2,136.83 "," 1,939.42 ", 196.25 ," 1,593.67 "," 1,491.42 ", 101.58 ," 1,607.67 "," 1,505.42 ", 101.58 
" 5,769.00 "," 2,138.50 "," 1,941.75 ", 195.92 ," 1,595.42 "," 1,493.50 ", 101.42 ," 1,609.33 "," 1,507.42 ", 101.42 
" 5,773.50 "," 2,140.17 "," 1,943.92 ", 195.67 ," 1,597.08 "," 1,495.33 ", 101.33 ," 1,611.00 "," 1,509.25 ", 101.33 
" 5,778.00 "," 2,141.83 "," 1,946.08 ", 195.42 ," 1,598.75 "," 1,497.33 ", 101.17 ," 1,612.67 "," 1,511.25 ", 101.17 
" 5,782.50 "," 2,143.50 "," 1,948.25 ", 195.17 ," 1,600.42 "," 1,499.33 ", 101.00 ," 1,614.33 "," 1,513.25 ", 101.00 
" 5,787.00 "," 2,145.58 "," 1,950.67 ", 194.92 ," 1,602.50 "," 1,501.58 ", 100.92 ," 1,616.42 "," 1,515.50 ", 100.92 
" 5,791.50 "," 2,147.83 "," 1,953.17 ", 194.67 ," 1,604.75 "," 1,504.00 ", 100.75 ," 1,618.67 "," 1,517.92 ", 100.75 
" 5,796.00 "," 2,150.08 "," 1,955.75 ", 194.33 ," 1,607.00 "," 1,506.33 ", 100.67 ," 1,620.92 "," 1,520.25 ", 100.67 
" 5,800.50 "," 2,152.25 "," 1,958.17 ", 194.08 ," 1,609.17 "," 1,508.67 ", 100.50 ," 1,623.08 "," 1,522.58 ", 100.50 
" 5,805.00 "," 2,154.50 "," 1,960.67 ", 193.83 ," 1,611.42 "," 1,511.08 ", 100.33 ," 1,625.33 "," 1,525.00 ", 100.33 
" 5,809.50 "," 2,156.75 "," 1,963.17 ", 193.58 ," 1,613.67 "," 1,513.42 ", 100.25 ," 1,627.58 "," 1,527.33 ", 100.25 
" 5,814.00 "," 2,159.00 "," 1,965.67 ", 193.33 ," 1,615.92 "," 1,515.83 ", 100.08 ," 1,629.83 "," 1,529.75 ", 100.08 
" 5,818.50 "," 2,161.17 "," 1,968.08 ", 193.08 ," 1,618.08 "," 1,518.17 ", 99.92 ," 1,632.00 "," 1,532.08 ", 99.92 
" 5,823.00 "," 2,163.42 "," 1,970.67 ", 192.75 ," 1,620.33 "," 1,520.50 ", 99.83 ," 1,634.25 "," 1,534.42 ", 99.83 
" 5,827.50 "," 2,165.67 "," 1,973.17 ", 192.50 ," 1,622.58 "," 1,522.92 ", 99.67 ," 1,636.50 "," 1,536.83 ", 99.67 
" 5,832.00 "," 2,167.92 "," 1,975.67 ", 192.25 ," 1,624.83 "," 1,525.33 ", 99.50 ," 1,638.75 "," 1,539.25 ", 99.50 
" 5,836.50 "," 2,170.08 "," 1,978.08 ", 192.00 ," 1,627.00 "," 1,527.58 ", 99.42 ," 1,640.92 "," 1,541.50 ", 99.42 
" 5,841.00 "," 2,172.33 "," 1,980.58 ", 191.75 ," 1,629.25 "," 1,530.00 ", 99.25 ," 1,643.17 "," 1,543.92 ", 99.25 
" 5,845.50 "," 2,174.58 "," 1,983.08 ", 191.50 ," 1,631.50 "," 1,532.33 ", 99.17 ," 1,645.42 "," 1,546.25 ", 99.17 
" 5,850.00 "," 2,176.75 "," 1,985.58 ", 191.17 ," 1,633.67 "," 1,534.67 ", 99.00 ," 1,647.58 "," 1,548.58 ", 99.00 
" 5,854.50 "," 2,179.00 "," 1,988.08 ", 190.92 ," 1,635.92 "," 1,537.08 ", 98.83 ," 1,649.83 "," 1,551.00 ", 98.83 
" 5,859.00 "," 2,181.25 "," 1,990.58 ", 190.67 ," 1,638.17 "," 1,539.42 ", 98.75 ," 1,652.08 "," 1,553.33 ", 98.75 
" 5,863.50 "," 2,183.50 "," 1,993.08 ", 190.42 ," 1,640.42 "," 1,541.83 ", 98.58 ," 1,654.33 "," 1,555.75 ", 98.58 
" 5,868.00 "," 2,185.67 "," 1,995.50 ", 190.17 ," 1,642.58 "," 1,544.17 ", 98.42 ," 1,656.50 "," 1,558.08 ", 98.42 
" 5,872.50 "," 2,187.92 "," 1,998.00 ", 189.92 ," 1,644.83 "," 1,546.50 ", 98.33 ," 1,658.75 "," 1,560.42 ", 98.33 
" 5,877.00 "," 2,190.17 "," 2,000.58 ", 189.58 ," 1,647.08 "," 1,548.92 ", 98.17 ," 1,661.00 "," 1,562.83 ", 98.17 
" 5,881.50 "," 2,192.42 "," 2,003.08 ", 189.33 ," 1,649.33 "," 1,551.33 ", 98.00 ," 1,663.25 "," 1,565.25 ", 98.00 
" 5,886.00 "," 2,194.58 "," 2,005.50 ", 189.08 ," 1,651.50 "," 1,553.58 ", 97.92 ," 1,665.42 "," 1,567.50 ", 97.92 
" 5,890.50 "," 2,196.83 "," 2,008.00 ", 188.83 ," 1,653.75 "," 1,556.00 ", 97.75 ," 1,667.67 "," 1,569.92 ", 97.75 
" 5,895.00 "," 2,199.08 "," 2,010.50 ", 188.58 ," 1,656.00 "," 1,558.33 ", 97.67 ," 1,669.92 "," 1,572.25 ", 97.67 
" 5,899.50 "," 2,201.33 "," 2,013.00 ", 188.33 ," 1,658.25 "," 1,560.75 ", 97.50 ," 1,672.17 "," 1,574.67 ", 97.50 
" 5,904.00 "," 2,203.50 "," 2,015.50 ", 188.00 ," 1,660.42 "," 1,563.08 ", 97.33 ," 1,674.33 "," 1,577.00 ", 97.33 
" 5,908.50 "," 2,205.75 "," 2,018.00 ", 187.75 ," 1,662.67 "," 1,565.42 ", 97.25 ," 1,676.58 "," 1,579.33 ", 97.25 
" 5,913.00 "," 2,208.00 "," 2,020.50 ", 187.50 ," 1,664.92 "," 1,567.83 ", 97.08 ," 1,678.83 "," 1,581.75 ", 97.08 
" 5,917.50 "," 2,210.17 "," 2,022.92 ", 187.25 ," 1,667.08 "," 1,570.17 ", 96.92 ," 1,681.00 "," 1,584.08 ", 96.92 
" 5,922.00 "," 2,212.42 "," 2,025.42 ", 187.00 ," 1,669.33 "," 1,572.50 ", 96.83 ," 1,683.25 "," 1,586.42 ", 96.83 
" 5,926.50 "," 2,214.67 "," 2,027.92 ", 186.75 ," 1,671.58 "," 1,574.92 ", 96.67 ," 1,685.50 "," 1,588.83 ", 96.67 
" 5,931.00 "," 2,216.92 "," 2,030.50 ", 186.42 ," 1,673.83 "," 1,577.33 ", 96.50 ," 1,687.75 "," 1,591.25 ", 96.50 
" 5,935.50 "," 2,219.08 "," 2,032.92 ", 186.17 ," 1,676.00 "," 1,579.58 ", 96.42 ," 1,689.92 "," 1,593.50 ", 96.42 
" 5,940.00 "," 2,221.33 "," 2,035.42 ", 185.92 ," 1,678.25 "," 1,582.00 ", 96.25 ," 1,692.17 "," 1,595.92 ", 96.25 
" 5,944.50 "," 2,223.58 "," 2,037.92 ", 185.67 ," 1,680.50 "," 1,584.33 ", 96.17 ," 1,694.42 "," 1,598.25 ", 96.17 
" 5,949.00 "," 2,225.83 "," 2,040.42 ", 185.42 ," 1,682.75 "," 1,586.75 ", 96.00 ," 1,696.67 "," 1,600.67 ", 96.00 
" 5,953.50 "," 2,228.00 "," 2,042.83 ", 185.17 ," 1,684.92 "," 1,589.08 ", 95.83 ," 1,698.83 "," 1,603.00 ", 95.83 
" 5,958.00 "," 2,230.25 "," 2,045.42 ", 184.83 ," 1,687.17 "," 1,591.42 ", 95.75 ," 1,701.08 "," 1,605.33 ", 95.75 
" 5,962.50 "," 2,232.50 "," 2,047.92 ", 184.58 ," 1,689.42 "," 1,593.83 ", 95.58 ," 1,703.33 "," 1,607.75 ", 95.58 
" 5,967.00 "," 2,234.67 "," 2,050.33 ", 184.33 ," 1,691.58 "," 1,596.17 ", 95.42 ," 1,705.50 "," 1,610.08 ", 95.42 
" 5,971.50 "," 2,236.92 "," 2,052.83 ", 184.08 ," 1,693.83 "," 1,598.50 ", 95.33 ," 1,707.75 "," 1,612.42 ", 95.33 
" 5,976.00 "," 2,239.17 "," 2,055.33 ", 183.83 ," 1,696.08 "," 1,600.92 ", 95.17 ," 1,710.00 "," 1,614.83 ", 95.17 
" 5,980.50 "," 2,241.42 "," 2,057.83 ", 183.58 ," 1,698.33 "," 1,603.33 ", 95.00 ," 1,712.25 "," 1,617.25 ", 95.00 
" 5,985.00 "," 2,243.58 "," 2,060.33 ", 183.25 ," 1,700.50 "," 1,605.58 ", 94.92 ," 1,714.42 "," 1,619.50 ", 94.92 
" 5,989.50 "," 2,245.83 "," 2,062.83 ", 183.00 ," 1,702.75 "," 1,608.00 ", 94.75 ," 1,716.67 "," 1,621.92 ", 94.75 
" 5,994.00 "," 2,248.08 "," 2,065.33 ", 182.75 ," 1,705.00 "," 1,610.33 ", 94.67 ," 1,718.92 "," 1,624.25 ", 94.67 
" 5,998.50 "," 2,250.33 "," 2,067.83 ", 182.50 ," 1,707.25 "," 1,612.75 ", 94.50 ," 1,721.17 "," 1,626.67 ", 94.50 
" 6,003.00 "," 2,252.50 "," 2,070.25 ", 182.25 ," 1,709.42 "," 1,615.08 ", 94.33 ," 1,723.33 "," 1,629.00 ", 94.33 
" 6,007.50 "," 2,254.75 "," 2,072.75 ", 182.00 ," 1,711.67 "," 1,617.42 ", 94.25 ," 1,725.58 "," 1,631.33 ", 94.25 
" 6,012.00 "," 2,257.00 "," 2,075.33 ", 181.67 ," 1,713.92 "," 1,619.83 ", 94.08 ," 1,727.83 "," 1,633.75 ", 94.08 
" 6,016.50 "," 2,259.25 "," 2,077.83 ", 181.42 ," 1,716.17 "," 1,622.25 ", 93.92 ," 1,730.08 "," 1,636.17 ", 93.92 
" 6,021.00 "," 2,261.42 "," 2,080.25 ", 181.17 ," 1,718.33 "," 1,624.50 ", 93.83 ," 1,732.25 "," 1,638.42 ", 93.83 
" 6,025.50 "," 2,263.67 "," 2,082.75 ", 180.92 ," 1,720.58 "," 1,626.92 ", 93.67 ," 1,734.50 "," 1,640.83 ", 93.67 
" 6,030.00 "," 2,265.92 "," 2,085.25 ", 180.67 ," 1,722.83 "," 1,629.33 ", 93.50 ," 1,736.75 "," 1,643.25 ", 93.50 
" 6,034.50 "," 2,268.08 "," 2,087.67 ", 180.42 ," 1,725.00 "," 1,631.58 ", 93.42 ," 1,738.92 "," 1,645.50 ", 93.42 
" 6,039.00 "," 2,270.33 "," 2,090.17 ", 180.17 ," 1,727.25 "," 1,634.00 ", 93.25 ," 1,741.17 "," 1,647.92 ", 93.25 
" 6,043.50 "," 2,272.58 "," 2,092.75 ", 179.83 ," 1,729.50 "," 1,636.33 ", 93.17 ," 1,743.42 "," 1,650.25 ", 93.17 
" 6,048.00 "," 2,274.83 "," 2,095.25 ", 179.58 ," 1,731.75 "," 1,638.75 ", 93.00 ," 1,745.67 "," 1,652.67 ", 93.00 
" 6,052.50 "," 2,277.00 "," 2,097.67 ", 179.33 ," 1,733.92 "," 1,641.08 ", 92.83 ," 1,747.83 "," 1,655.00 ", 92.83 
" 6,057.00 "," 2,279.25 "," 2,100.17 ", 179.08 ," 1,736.17 "," 1,643.42 ", 92.75 ," 1,750.08 "," 1,657.33 ", 92.75 
" 6,061.50 "," 2,281.50 "," 2,102.67 ", 178.83 ," 1,738.42 "," 1,645.83 ", 92.58 ," 1,752.33 "," 1,659.75 ", 92.58 
" 6,066.00 "," 2,283.75 "," 2,105.17 ", 178.58 ," 1,740.67 "," 1,648.25 ", 92.42 ," 1,754.58 "," 1,662.17 ", 92.42 
" 6,070.50 "," 2,285.92 "," 2,107.67 ", 178.25 ," 1,742.83 "," 1,650.50 ", 92.33 ," 1,756.75 "," 1,664.42 ", 92.33 
" 6,075.00 "," 2,288.17 "," 2,110.17 ", 178.00 ," 1,745.08 "," 1,652.92 ", 92.17 ," 1,759.00 "," 1,666.83 ", 92.17 
" 6,079.50 "," 2,290.42 "," 2,112.67 ", 177.75 ," 1,747.33 "," 1,655.33 ", 92.00 ," 1,761.25 "," 1,669.25 ", 92.00 
" 6,084.00 "," 2,292.58 "," 2,115.08 ", 177.50 ," 1,749.50 "," 1,657.58 ", 91.92 ," 1,763.42 "," 1,671.50 ", 91.92 
" 6,088.50 "," 2,294.83 "," 2,117.58 ", 177.25 ," 1,751.75 "," 1,660.00 ", 91.75 ," 1,765.67 "," 1,673.92 ", 91.75 
" 6,093.00 "," 2,297.08 "," 2,120.08 ", 177.00 ," 1,754.00 "," 1,662.33 ", 91.67 ," 1,767.92 "," 1,676.25 ", 91.67 
" 6,097.50 "," 2,299.33 "," 2,122.67 ", 176.67 ," 1,756.25 "," 1,664.75 ", 91.50 ," 1,770.17 "," 1,678.67 ", 91.50 
" 6,102.00 "," 2,301.50 "," 2,125.08 ", 176.42 ," 1,758.42 "," 1,667.08 ", 91.33 ," 1,772.33 "," 1,681.00 ", 91.33 
" 6,106.50 "," 2,303.75 "," 2,127.58 ", 176.17 ," 1,760.67 "," 1,669.42 ", 91.25 ," 1,774.58 "," 1,683.33 ", 91.25 
" 6,111.00 "," 2,306.00 "," 2,130.08 ", 175.92 ," 1,762.92 "," 1,671.83 ", 91.08 ," 1,776.83 "," 1,685.75 ", 91.08 
" 6,115.50 "," 2,308.25 "," 2,132.58 ", 175.67 ," 1,765.17 "," 1,674.25 ", 90.92 ," 1,779.08 "," 1,688.17 ", 90.92 
" 6,120.00 "," 2,310.42 "," 2,135.00 ", 175.42 ," 1,767.33 "," 1,676.50 ", 90.83 ," 1,781.25 "," 1,690.42 ", 90.83 
" 6,124.50 "," 2,312.67 "," 2,137.58 ", 175.08 ," 1,769.58 "," 1,678.92 ", 90.67 ," 1,783.50 "," 1,692.83 ", 90.67 
" 6,129.00 "," 2,314.92 "," 2,140.08 ", 174.83 ," 1,771.83 "," 1,681.33 ", 90.50 ," 1,785.75 "," 1,695.25 ", 90.50 
" 6,133.50 "," 2,317.08 "," 2,142.50 ", 174.58 ," 1,774.00 "," 1,683.58 ", 90.42 ," 1,787.92 "," 1,697.50 ", 90.42 
" 6,138.00 "," 2,319.33 "," 2,145.00 ", 174.33 ," 1,776.25 "," 1,686.00 ", 90.25 ," 1,790.17 "," 1,699.92 ", 90.25 
" 6,142.50 "," 2,321.58 "," 2,147.50 ", 174.08 ," 1,778.50 "," 1,688.33 ", 90.17 ," 1,792.42 "," 1,702.25 ", 90.17 
" 6,147.00 "," 2,323.83 "," 2,150.00 ", 173.83 ," 1,780.75 "," 1,690.75 ", 90.00 ," 1,794.67 "," 1,704.67 ", 90.00 
" 6,151.50 "," 2,326.00 "," 2,152.50 ", 173.50 ," 1,782.92 "," 1,693.08 ", 89.83 ," 1,796.83 "," 1,707.00 ", 89.83 
" 6,156.00 "," 2,328.25 "," 2,155.00 ", 173.25 ," 1,785.17 "," 1,695.42 ", 89.75 ," 1,799.08 "," 1,709.33 ", 89.75 
" 6,160.50 "," 2,330.50 "," 2,157.50 ", 173.00 ," 1,787.42 "," 1,697.83 ", 89.58 ," 1,801.33 "," 1,711.75 ", 89.58 
" 6,165.00 "," 2,332.75 "," 2,160.00 ", 172.75 ," 1,789.67 "," 1,700.25 ", 89.42 ," 1,803.58 "," 1,714.17 ", 89.42 
" 6,169.50 "," 2,334.92 "," 2,162.42 ", 172.50 ," 1,791.83 "," 1,702.50 ", 89.33 ," 1,805.75 "," 1,716.42 ", 89.33 
" 6,174.00 "," 2,337.17 "," 2,164.92 ", 172.25 ," 1,794.08 "," 1,704.92 ", 89.17 ," 1,808.00 "," 1,718.83 ", 89.17 
" 6,178.50 "," 2,339.42 "," 2,167.50 ", 171.92 ," 1,796.33 "," 1,707.33 ", 89.00 ," 1,810.25 "," 1,721.25 ", 89.00 
" 6,183.00 "," 2,341.67 "," 2,170.00 ", 171.67 ," 1,798.58 "," 1,709.67 ", 88.92 ," 1,812.50 "," 1,723.58 ", 88.92 
" 6,187.50 "," 2,343.83 "," 2,172.42 ", 171.42 ," 1,800.75 "," 1,712.00 ", 88.75 ," 1,814.67 "," 1,725.92 ", 88.75 
" 6,192.00 "," 2,346.08 "," 2,174.92 ", 171.17 ," 1,803.00 "," 1,714.33 ", 88.67 ," 1,816.92 "," 1,728.25 ", 88.67 
" 6,196.50 "," 2,348.33 "," 2,177.42 ", 170.92 ," 1,805.25 "," 1,716.75 ", 88.50 ," 1,819.17 "," 1,730.67 ", 88.50 
" 6,201.00 "," 2,350.50 "," 2,179.83 ", 170.67 ," 1,807.42 "," 1,719.08 ", 88.33 ," 1,821.33 "," 1,733.00 ", 88.33 
" 6,205.50 "," 2,352.75 "," 2,182.42 ", 170.33 ," 1,809.67 "," 1,721.42 ", 88.25 ," 1,823.58 "," 1,735.33 ", 88.25 
" 6,210.00 "," 2,355.00 "," 2,184.92 ", 170.08 ," 1,811.92 "," 1,723.83 ", 88.08 ," 1,825.83 "," 1,737.75 ", 88.08 
" 6,214.50 "," 2,357.25 "," 2,187.42 ", 169.83 ," 1,814.17 "," 1,726.25 ", 87.92 ," 1,828.08 "," 1,740.17 ", 87.92 
" 6,219.00 "," 2,359.42 "," 2,189.83 ", 169.58 ," 1,816.33 "," 1,728.50 ", 87.83 ," 1,830.25 "," 1,742.42 ", 87.83 
" 6,223.50 "," 2,361.67 "," 2,192.33 ", 169.33 ," 1,818.58 "," 1,730.92 ", 87.67 ," 1,832.50 "," 1,744.83 ", 87.67 
" 6,228.00 "," 2,363.92 "," 2,194.83 ", 169.08 ," 1,820.83 "," 1,733.33 ", 87.50 ," 1,834.75 "," 1,747.25 ", 87.50 
" 6,232.50 "," 2,366.17 "," 2,197.42 ", 168.75 ," 1,823.08 "," 1,735.67 ", 87.42 ," 1,837.00 "," 1,749.58 ", 87.42 
" 6,237.00 "," 2,368.33 "," 2,199.83 ", 168.50 ," 1,825.25 "," 1,738.00 ", 87.25 ," 1,839.17 "," 1,751.92 ", 87.25 
" 6,241.50 "," 2,370.58 "," 2,202.33 ", 168.25 ," 1,827.50 "," 1,740.33 ", 87.17 ," 1,841.42 "," 1,754.25 ", 87.17 
" 6,246.00 "," 2,372.83 "," 2,204.83 ", 168.00 ," 1,829.75 "," 1,742.75 ", 87.00 ," 1,843.67 "," 1,756.67 ", 87.00 
" 6,250.50 "," 2,375.00 "," 2,207.25 ", 167.75 ," 1,831.92 "," 1,745.08 ", 86.83 ," 1,845.83 "," 1,759.00 ", 86.83 
" 6,255.00 "," 2,377.25 "," 2,209.75 ", 167.50 ," 1,834.17 "," 1,747.42 ", 86.75 ," 1,848.08 "," 1,761.33 ", 86.75 
" 6,259.50 "," 2,379.50 "," 2,212.33 ", 167.17 ," 1,836.42 "," 1,749.83 ", 86.58 ," 1,850.33 "," 1,763.75 ", 86.58 
" 6,264.00 "," 2,381.75 "," 2,214.83 ", 166.92 ," 1,838.67 "," 1,752.25 ", 86.42 ," 1,852.58 "," 1,766.17 ", 86.42 
" 6,268.50 "," 2,383.92 "," 2,217.25 ", 166.67 ," 1,840.83 "," 1,754.50 ", 86.33 ," 1,854.75 "," 1,768.42 ", 86.33 
" 6,273.00 "," 2,386.17 "," 2,219.75 ", 166.42 ," 1,843.08 "," 1,756.92 ", 86.17 ," 1,857.00 "," 1,770.83 ", 86.17 
" 6,277.50 "," 2,388.42 "," 2,222.25 ", 166.17 ," 1,845.33 "," 1,759.33 ", 86.00 ," 1,859.25 "," 1,773.25 ", 86.00 
" 6,282.00 "," 2,390.67 "," 2,224.75 ", 165.92 ," 1,847.58 "," 1,761.67 ", 85.92 ," 1,861.50 "," 1,775.58 ", 85.92 
" 6,286.50 "," 2,392.83 "," 2,227.25 ", 165.58 ," 1,849.75 "," 1,764.00 ", 85.75 ," 1,863.67 "," 1,777.92 ", 85.75 
" 6,291.00 "," 2,395.08 "," 2,229.75 ", 165.33 ," 1,852.00 "," 1,766.33 ", 85.67 ," 1,865.92 "," 1,780.25 ", 85.67 
" 6,295.50 "," 2,397.33 "," 2,232.25 ", 165.08 ," 1,854.25 "," 1,768.75 ", 85.50 ," 1,868.17 "," 1,782.67 ", 85.50 
" 6,300.00 "," 2,399.50 "," 2,234.67 ", 164.83 ," 1,856.42 "," 1,771.08 ", 85.33 ," 1,870.33 "," 1,785.00 ", 85.33 
" 6,304.50 "," 2,401.75 "," 2,237.17 ", 164.58 ," 1,858.67 "," 1,773.42 ", 85.25 ," 1,872.58 "," 1,787.33 ", 85.25 
" 6,309.00 "," 2,404.00 "," 2,239.67 ", 164.33 ," 1,860.92 "," 1,775.83 ", 85.08 ," 1,874.83 "," 1,789.75 ", 85.08 
" 6,313.50 "," 2,406.25 "," 2,242.25 ", 164.00 ," 1,863.17 "," 1,778.25 ", 84.92 ," 1,877.08 "," 1,792.17 ", 84.92 
" 6,318.00 "," 2,408.42 "," 2,244.67 ", 163.75 ," 1,865.33 "," 1,780.50 ", 84.83 ," 1,879.25 "," 1,794.42 ", 84.83 
" 6,322.50 "," 2,410.67 "," 2,247.17 ", 163.50 ," 1,867.58 "," 1,782.92 ", 84.67 ," 1,881.50 "," 1,796.83 ", 84.67 
" 6,327.00 "," 2,412.92 "," 2,249.67 ", 163.25 ," 1,869.83 "," 1,785.33 ", 84.50 ," 1,883.75 "," 1,799.25 ", 84.50 
" 6,331.50 "," 2,415.17 "," 2,252.17 ", 163.00 ," 1,872.08 "," 1,787.67 ", 84.42 ," 1,886.00 "," 1,801.58 ", 84.42 
" 6,336.00 "," 2,417.33 "," 2,254.58 ", 162.75 ," 1,874.25 "," 1,790.00 ", 84.25 ," 1,888.17 "," 1,803.92 ", 84.25 
" 6,340.50 "," 2,419.58 "," 2,257.17 ", 162.42 ," 1,876.50 "," 1,792.33 ", 84.17 ," 1,890.42 "," 1,806.25 ", 84.17 
" 6,345.00 "," 2,421.83 "," 2,259.67 ", 162.17 ," 1,878.75 "," 1,794.75 ", 84.00 ," 1,892.67 "," 1,808.67 ", 84.00 
" 6,349.50 "," 2,424.08 "," 2,262.17 ", 161.92 ," 1,881.00 "," 1,797.17 ", 83.83 ," 1,894.92 "," 1,811.08 ", 83.83 
" 6,354.00 "," 2,426.25 "," 2,264.58 ", 161.67 ," 1,883.17 "," 1,799.42 ", 83.75 ," 1,897.08 "," 1,813.33 ", 83.75 
" 6,358.50 "," 2,428.50 "," 2,267.08 ", 161.42 ," 1,885.42 "," 1,801.83 ", 83.58 ," 1,899.33 "," 1,815.75 ", 83.58 
" 6,363.00 "," 2,430.75 "," 2,269.58 ", 161.17 ," 1,887.67 "," 1,804.25 ", 83.42 ," 1,901.58 "," 1,818.17 ", 83.42 
" 6,367.50 "," 2,432.92 "," 2,272.00 ", 160.92 ," 1,889.83 "," 1,806.50 ", 83.33 ," 1,903.75 "," 1,820.42 ", 83.33 
" 6,372.00 "," 2,435.17 "," 2,274.58 ", 160.58 ," 1,892.08 "," 1,808.92 ", 83.17 ," 1,906.00 "," 1,822.83 ", 83.17 
" 6,376.50 "," 2,437.42 "," 2,277.08 ", 160.33 ," 1,894.33 "," 1,811.33 ", 83.00 ," 1,908.25 "," 1,825.25 ", 83.00 
" 6,381.00 "," 2,439.67 "," 2,279.58 ", 160.08 ," 1,896.58 "," 1,813.67 ", 82.92 ," 1,910.50 "," 1,827.58 ", 82.92 
" 6,385.50 "," 2,441.83 "," 2,282.00 ", 159.83 ," 1,898.75 "," 1,816.00 ", 82.75 ," 1,912.67 "," 1,829.92 ", 82.75 
" 6,390.00 "," 2,444.08 "," 2,284.50 ", 159.58 ," 1,901.00 "," 1,818.33 ", 82.67 ," 1,914.92 "," 1,832.25 ", 82.67 
" 6,394.50 "," 2,446.33 "," 2,287.00 ", 159.33 ," 1,903.25 "," 1,820.75 ", 82.50 ," 1,917.17 "," 1,834.67 ", 82.50 
" 6,399.00 "," 2,448.58 "," 2,289.58 ", 159.00 ," 1,905.50 "," 1,823.17 ", 82.33 ," 1,919.42 "," 1,837.08 ", 82.33 
" 6,403.50 "," 2,450.75 "," 2,292.00 ", 158.75 ," 1,907.67 "," 1,825.42 ", 82.25 ," 1,921.58 "," 1,839.33 ", 82.25 
" 6,408.00 "," 2,453.00 "," 2,294.50 ", 158.50 ," 1,909.92 "," 1,827.83 ", 82.08 ," 1,923.83 "," 1,841.75 ", 82.08 
" 6,412.50 "," 2,455.25 "," 2,297.00 ", 158.25 ," 1,912.17 "," 1,830.25 ", 81.92 ," 1,926.08 "," 1,844.17 ", 81.92 
" 6,417.00 "," 2,457.42 "," 2,299.42 ", 158.00 ," 1,914.33 "," 1,832.50 ", 81.83 ," 1,928.25 "," 1,846.42 ", 81.83 
" 6,421.50 "," 2,459.67 "," 2,301.92 ", 157.75 ," 1,916.58 "," 1,834.92 ", 81.67 ," 1,930.50 "," 1,848.83 ", 81.67 
